"AptName","Target","TargetFullName","EntrezGeneSymbol","UniProt"
"seq.13082.9","UN45A","Protein unc-45 homolog A","UNC45A","Q9H3U1"
"seq.13083.18","SYVC","Valine--tRNA ligase","VARS1","P26640"
"seq.13085.18","GLP1R:CD","Glucagon-like peptide 1 receptor:Cytoplasmic domain","GLP1R","P43220"
"seq.13088.397","BTC","Betacellulin","BTC","P35070"
"seq.13089.6","HIF-1a","Hypoxia-inducible factor 1-alpha","HIF1A","Q16665"
"seq.13090.17","S100A6","Protein S100-A6","S100A6","P06703"
"seq.13093.6","SECTM1","Secreted and transmembrane protein 1","SECTM1","Q8WVN6"
"seq.13094.75","RSPO3","R-spondin-3","RSPO3","Q9BXY4"
"seq.13095.51","PSP","Lithostathine-1-alpha","REG1A","P05451"
"seq.13097.11","Apoptosis regulator Bcl-W","Bcl-2-like protein 2","BCL2L2","Q92843"
"seq.13101.60","SOST","Sclerostin","SOST","Q9BQB4"
"seq.13102.1","FAM3D","Protein FAM3D","FAM3D","Q96BQ1"
"seq.13103.125","CSH","Chorionic somatomammotropin hormone","CSH1|CSH2","P0DML2|P0DML3"
"seq.13104.32","EFNB1","Ephrin-B1","EFNB1","P98172"
"seq.13105.7","SNP25","Synaptosomal-associated protein 25","SNAP25","P60880"
"seq.13107.9","LYPD3","Ly6/PLAUR domain-containing protein 3","LYPD3","O95274"
"seq.13109.82","NEGR1","Neuronal growth regulator 1","NEGR1","Q7Z3B1"
"seq.13111.79","BCL6","B-cell lymphoma 6 protein","BCL6","P41182"
"seq.13112.179","FSTL1","Follistatin-related protein 1","FSTL1","Q12841"
"seq.13113.7","Osteopontin","Osteopontin","SPP1","P10451"
"seq.13114.50","Lumican","Lumican","LUM","P51884"
"seq.13116.25","CD177","CD177 antigen","CD177","Q8N6Q3"
"seq.13117.232","CHKB","Choline/ethanolamine kinase","CHKB","Q9Y259"
"seq.13118.5","SMOC1","SPARC-related modular calcium-binding protein 1","SMOC1","Q9H4F8"
"seq.13119.26","protein Z inhibitor","Protein Z-dependent protease inhibitor","SERPINA10","Q9UK55"
"seq.13122.19","FLRT2","Leucine-rich repeat transmembrane protein FLRT2","FLRT2","O43155"
"seq.13123.3","FLRT3:ECD","Leucine-rich repeat transmembrane protein FLRT3:Extracellular domain","FLRT3","Q9NZU0"
"seq.13124.20","ISLR2","Immunoglobulin superfamily containing leucine-rich repeat protein 2","ISLR2","Q6UXK2"
"seq.13125.45","Vitronectin","Vitronectin","VTN","P04004"
"seq.13126.52","DSC2","Desmocollin-2","DSC2","Q02487"
"seq.13129.40","LDLR","Low-density lipoprotein receptor","LDLR","P01130"
"seq.13130.150","HXK2","Hexokinase-2","HK2","P52789"
"seq.13131.5","HXK1","Hexokinase-1","HK1","P19367"
"seq.13132.14","SEM5A","Semaphorin-5A","SEMA5A","Q13591"
"seq.13133.73","LTBP4","Latent-transforming growth factor beta-binding protein 4","LTBP4","Q8N2S1"
"seq.13228.75","MDM2","E3 ubiquitin-protein ligase Mdm2","MDM2","Q00987"
"seq.13229.20","MDM4","Protein Mdm4","MDM4","O15151"
"seq.13230.174","IgG2; Kappa","Ig gamma-2; Kappa","IGHG2","P01859"
"seq.13231.90","IgG4; Kappa","Ig gamma-4; Kappa","IGHG4","P01861"
"seq.13236.25","WNT3A","Protein Wnt-3a","WNT3A","P56704"
"seq.13240.170","SHAN1","SH3 and multiple ankyrin repeat domains protein 1","SHANK1","Q9Y566"
"seq.13242.134","SHAN3","SH3 and multiple ankyrin repeat domains protein 3","SHANK3","Q9BYB0"
"seq.13256.21","SHAN1","SH3 and multiple ankyrin repeat domains protein 1","SHANK1","Q9Y566"
"seq.13268.45","WNT5A","Protein Wnt-5a","WNT5A","P41221"
"seq.13374.4","DB113","Beta-defensin 113","DEFB113","Q30KQ7"
"seq.13375.48","SNG3","Synaptogyrin-3","SYNGR3","O43761"
"seq.13377.3","C56D1","Cytochrome b561 domain-containing protein 1","CYB561D1","Q8N8Q1"
"seq.13378.80","YD286","Glutaredoxin-like protein C5orf63","C5orf63","A6NC05"
"seq.13381.49","B4GT1","Beta-1;4-galactosyltransferase 1","B4GALT1","P15291"
"seq.13384.110","FUMH","Fumarate hydratase; mitochondrial","FH","P07954"
"seq.13386.248","RNF34","E3 ubiquitin-protein ligase RNF34","RNF34","Q969K3"
"seq.13387.55","EHF","ETS homologous factor","EHF","Q9NZC4"
"seq.13388.57","NEC1","Neuroendocrine convertase 1","PCSK1","P29120"
"seq.13392.13","AT1B1","Sodium/potassium-transporting ATPase subunit beta-1","ATP1B1","P05026"
"seq.13393.46","DERL1","Derlin-1","DERL1","Q9BUN8"
"seq.13397.88","HBD-2","Beta-defensin 4A","DEFB4A","O15263"
"seq.13399.33","RELL1","RELT-like protein 1","RELL1","Q8IUW5"
"seq.13403.5","ETV5","ETS translocation variant 5","ETV5","P41161"
"seq.13405.61","ISK2","Serine protease inhibitor Kazal-type 2","SPINK2","P20155"
"seq.13406.161","CLM6","CMRF35-like molecule 6","CD300C","Q08708"
"seq.13408.23","WFKN2","WAP; Kazal; immunoglobulin; Kunitz and NTR domain-containing protein 2","WFIKKN2","Q8TEU8"
"seq.13411.21","RNF41","E3 ubiquitin-protein ligase NRDP1","RNF41","Q9H4P4"
"seq.13412.5","WFDC6","WAP four-disulfide core domain protein 6","WFDC6","Q9BQY6"
"seq.13416.8","T132D","Transmembrane protein 132D","TMEM132D","Q14C87"
"seq.13421.17","KISHB","Protein kish-B","TMEM167B","Q9NRX6"
"seq.13422.66","ENOX2","Ecto-NOX disulfide-thiol exchanger 2","ENOX2","Q16206"
"seq.13423.94","CJ058","Redox-regulatory protein FAM213A","PRXL2A","Q9BRX8"
"seq.13427.66","MA1C1","Mannosyl-oligosaccharide 1;2-alpha-mannosidase IC","MAN1C1","Q9NR34"
"seq.13429.3","WF10A","WAP four-disulfide core domain protein 10A","WFDC10A","Q9H1F0"
"seq.13430.50","UT1","Urea transporter 1","SLC14A1","Q13336"
"seq.13431.74","F159A","Membrane protein FAM159A","SHISAL2A","Q6UWV7"
"seq.13432.9","ZFY27:CD region 1","Protrudin:Cytoplasmic domain; region 1; isoform 6","ZFYVE27","Q5T4F4"
"seq.13434.172","PARVA","Alpha-parvin","PARVA","Q9NVD7"
"seq.13435.31","IL-20 Rb","Interleukin-20 receptor subunit beta","IL20RB","Q6UXL0"
"seq.13436.54","MAZ","Myc-associated zinc finger protein","MAZ","P56270"
"seq.13438.115","CHRD","Chordin","CHRD","Q9H2X0"
"seq.13439.6","IQCF3","IQ domain-containing protein F3","IQCF3","P0C7M6"
"seq.13441.30","DIXC1","Dixin","DIXDC1","Q155Q3"
"seq.13447.42","SPRN","Shadow of prion protein","SPRN","Q5BIV9"
"seq.13449.25","SF3B4","Splicing factor 3B subunit 4","SF3B4","Q15427"
"seq.13450.49","UBP8","Ubiquitin carboxyl-terminal hydrolase 8","USP8","P40818"
"seq.13451.2","FNDC4","Fibronectin type III domain-containing protein 4","FNDC4","Q9H6D8"
"seq.13452.113","SIM13","Small integral membrane protein 13","SMIM13","P0DJ93"
"seq.13457.33","ELF5","ETS-related transcription factor Elf-5","ELF5","Q9UKW6"
"seq.13459.30","CI167","Torsin-4A","TOR4A","Q9NXH8"
"seq.13460.4","CHAD","Chondroadherin","CHAD","O15335"
"seq.13463.1","PXDN","Peroxidasin homolog","PXDN","Q92626"
"seq.13464.8","NRAC","Nutritionally-regulated adipose and cardiac enriched protein homolog","NRAC","Q8N912"
"seq.13465.5","CCP1","Calcipressin-1","RCAN1","P53805"
"seq.13468.5","NEUL4","Neuralized-like protein 4","NEURL4","Q96JN8"
"seq.13470.43","PTH1R","Parathyroid hormone/parathyroid hormone-related peptide receptor","PTH1R","Q03431"
"seq.13472.35","HDHD2","Haloacid dehalogenase-like hydrolase domain-containing protein 2","HDHD2","Q9H0R4"
"seq.13473.55","IP3KA","Inositol-trisphosphate 3-kinase A","ITPKA","P23677"
"seq.13474.40","GSTK1","Glutathione S-transferase kappa 1","GSTK1","Q9Y2Q3"
"seq.13477.65","LT4R1","Leukotriene B4 receptor 1","LTB4R","Q15722"
"seq.13479.8","F1712","Protein FAM171A2","FAM171A2","A8MVW0"
"seq.13481.24","TCEA2","Transcription elongation factor A protein 2","TCEA2","Q15560"
"seq.13482.14","CNOT1","CCR4-NOT transcription complex subunit 1","CNOT1","A5YKK6"
"seq.13484.69","CO1A1:N-term propeptide","Collagen alpha-1(I) chain:N-term propeptide","COL1A1","P02452"
"seq.13485.20","TM87B","Transmembrane protein 87B","TMEM87B","Q96K49"
"seq.13486.9","PKD2:CD 1","Polycystin-2:Cytoplasmic domain 1","PKD2","Q13563"
"seq.13487.24","UN93B","Protein unc-93 homolog B1","UNC93B1","Q9H1C4"
"seq.13488.3","ARFP1","Arfaptin-1","ARFIP1","P53367"
"seq.13490.1","MPP6","MAGUK p55 subfamily member 6","PALS2","Q9NZW5"
"seq.13491.40","PDE6D","Retinal rod rhodopsin-sensitive cGMP 3';5'-cyclic phosphodiesterase subunit delta","PDE6D","O43924"
"seq.13492.44","HSPA9B","Stress-70 protein; mitochondrial","HSPA9","P38646"
"seq.13493.5","GRID1","Glutamate receptor ionotropic; delta-1","GRID1","Q9ULK0"
"seq.13494.6","CERS5","Ceramide synthase 5","CERS5","Q8N5B7"
"seq.13495.48","HCAR2","Hydroxycarboxylic acid receptor 2","HCAR2","Q8TDS4"
"seq.13496.19","HMCS1","Hydroxymethylglutaryl-CoA synthase; cytoplasmic","HMGCS1","Q01581"
"seq.13497.34","EIF3J","Eukaryotic translation initiation factor 3 subunit J","EIF3J","O75822"
"seq.13498.1","MIOX","Inositol oxygenase","MIOX","Q9UGB7"
"seq.13499.30","Coagulation Factor VIII","Coagulation Factor VIII","F8","P00451"
"seq.13501.10","S35G2","Solute carrier family 35 member G2","SLC35G2","Q8TBE7"
"seq.13502.2","S2611","Sodium-independent sulfate anion transporter","SLC26A11","Q86WA9"
"seq.13503.19","PRAF3","PRA1 family protein 3","ARL6IP5","O75915"
"seq.13504.147","HNRPR","Heterogeneous nuclear ribonucleoprotein R","HNRNPR","O43390"
"seq.13506.10","DUS2L","tRNA-dihydrouridine(20) synthase [NAD(P)+]-like","DUS2","Q9NX74"
"seq.13507.51","TRADD","Tumor necrosis factor receptor type 1-associated DEATH domain protein","TRADD","Q15628"
"seq.13509.5","SCAM5","Secretory carrier-associated membrane protein 5","SCAMP5","Q8TAC9"
"seq.13510.7","AT2A3","Sarcoplasmic/endoplasmic reticulum calcium ATPase 3","ATP2A3","Q93084"
"seq.13511.29","SATB1","DNA-binding protein SATB1","SATB1","Q01826"
"seq.13512.28","HNRPR","Heterogeneous nuclear ribonucleoprotein R","HNRNPR","O43390"
"seq.13513.174","PIAS3","E3 SUMO-protein ligase PIAS3","PIAS3","Q9Y6X2"
"seq.13514.121","Rab-1C","Ras-related protein Rab-35","RAB35","Q15286"
"seq.13515.8","RPR1A","Regulation of nuclear pre-mRNA domain-containing protein 1A","RPRD1A","Q96P16"
"seq.13516.46","TMM85","ER membrane protein complex subunit 4","EMC4","Q5J8M3"
"seq.13517.3","PTHD3","Patched domain-containing protein 3","PTCHD3","Q3KNS1"
"seq.13518.5","ASAP2","Arf-GAP with SH3 domain; ANK repeat and PH domain-containing protein 2","ASAP2","O43150"
"seq.13519.112","ARHGP","Rho guanine nucleotide exchange factor 25","ARHGEF25","Q86VW2"
"seq.13522.20","VISL1","Visinin-like protein 1","VSNL1","P62760"
"seq.13524.25","H6ST2","Heparan-sulfate 6-O-sulfotransferase 2","HS6ST2","Q96MM7"
"seq.13525.17","KCNG4","Potassium voltage-gated channel subfamily G member 4","KCNG4","Q8TDN1"
"seq.13526.5","LA:RRM","Lupus La protein:RNA recognition motif","SSB","P05455"
"seq.13529.39","NP1L2","Nucleosome assembly protein 1-like 2","NAP1L2","Q9ULW6"
"seq.13530.5","UR2R","Urotensin-2 receptor","UTS2R","Q9UKP6"
"seq.13532.25","NEPR1","Nuclear envelope phosphatase-regulatory subunit 1","CNEP1R1","Q8N9A8"
"seq.13534.20","MYOM2","Myomesin-2","MYOM2","P54296"
"seq.13535.2","C43BP:PH domain","Collagen type IV alpha-3-binding protein:PH domain","CERT1","Q9Y5P4"
"seq.13536.56","POLI","DNA polymerase iota","POLI","Q9UNA4"
"seq.13539.131","KCNN1","Small conductance calcium-activated potassium channel protein 1","KCNN1","Q92952"
"seq.13540.1","GPR26","G-protein coupled receptor 26","GPR26","Q8NDV2"
"seq.13541.1","MYCT1","Myc target protein 1","MYCT1","Q8N699"
"seq.13543.7","LTB4DH","Prostaglandin reductase 1","PTGR1","Q14914"
"seq.13544.9","HMHA1","Rho GTPase-activating protein 45","ARHGAP45","Q92619"
"seq.13545.97","EIF1A","Probable RNA-binding protein EIF1AD","EIF1AD","Q8N9N8"
"seq.13547.5","5HT7R","5-hydroxytryptamine receptor 7","HTR7","P34969"
"seq.13548.53","PPC1A","Phosphatidate phosphatase PPAPDC1A","PLPP4","Q5VZY2"
"seq.13549.15","ADA29","Disintegrin and metalloproteinase domain-containing protein 29","ADAM29","Q9UKF5"
"seq.13552.7","SWP70","Switch-associated protein 70","SWAP70","Q9UH65"
"seq.13553.4","DCNL3","DCN1-like protein 3","DCUN1D3","Q8IWE4"
"seq.13554.78","REPI1","Replication initiator 1","REPIN1","Q9BWE0"
"seq.13556.28","5HT2A","5-hydroxytryptamine receptor 2A","HTR2A","P28223"
"seq.13557.3","Nectin 3","Nectin-3","NECTIN3","Q9NQS3"
"seq.13561.5","5HT6R","5-hydroxytryptamine receptor 6","HTR6","P50406"
"seq.13563.259","ACBD7","Acyl-CoA-binding domain-containing protein 7","ACBD7","Q8N6N7"
"seq.13565.2","p130","Retinoblastoma-like protein 2","RBL2","Q08999"
"seq.13566.2","SSU72","RNA polymerase II subunit A C-terminal domain phosphatase SSU72","SSU72","Q9NP77"
"seq.13567.1","DPYL2","Dihydropyrimidinase-related protein 2","DPYSL2","Q16555"
"seq.13568.30","PSMD4","26S proteasome non-ATPase regulatory subunit 4","PSMD4","P55036"
"seq.13570.43","VIGLN","Vigilin","HDLBP","Q00341"
"seq.13572.43","PSD11","26S proteasome non-ATPase regulatory subunit 11","PSMD11","O00231"
"seq.13573.5","p21-ARC","Actin-related protein 2/3 complex subunit 3","ARPC3","O15145"
"seq.13574.50","RND1","Rho-related GTP-binding protein Rho6","RND1","Q92730"
"seq.13575.40","DVL2","Segment polarity protein dishevelled homolog DVL-2","DVL2","O14641"
"seq.13576.15","Glutathione S-transferase Pi","Glutathione S-transferase P","GSTP1","P09211"
"seq.13577.25","U2AF2","Splicing factor U2AF 65 kDa subunit","U2AF2","P26368"
"seq.13578.98","ABLM3","Actin-binding LIM protein 3","ABLIM3","O94929"
"seq.13580.2","Sperm-associated antigen 2","UDP-N-acetylhexosamine pyrophosphorylase","UAP1","Q16222"
"seq.13583.19","Apaf-1","Apoptotic protease-activating factor 1","APAF1","O14727"
"seq.13587.10","RGAP1","Rac GTPase-activating protein 1","RACGAP1","Q9H0H5"
"seq.13588.11","ANXA9","Annexin A9","ANXA9","O76027"
"seq.13589.10","APBB3:PID 2","Amyloid beta A4 precursor protein-binding family B member 3:Phosphotyrosine Interaction Domain 2; Isoform IV","APBB3","O95704"
"seq.13590.1","ORN","Oligoribonuclease; mitochondrial","REXO2","Q9Y3B8"
"seq.13591.31","PRI1","DNA primase small subunit","PRIM1","P49642"
"seq.13595.20","THTPA","Thiamine-triphosphatase","THTPA","Q9BU02"
"seq.13596.3","RB27B","Ras-related protein Rab-27B","RAB27B","O00194"
"seq.13597.20","RAB31","Ras-related protein Rab-31","RAB31","Q13636"
"seq.13599.15","RABEK","Rab9 effector protein with kelch motifs","RABEPK","Q7Z6M1"
"seq.13602.6","NH2L1","NHP2-like protein 1","SNU13","P55769"
"seq.13603.7","RFESD","Rieske domain-containing protein","RFESD","Q8TAC1"
"seq.13604.27","NEUL1","E3 ubiquitin-protein ligase NEURL1","NEURL1","O76050"
"seq.13605.16","ANX10","Annexin A10","ANXA10","Q9UJ72"
"seq.13609.11","GTF2I","General transcription factor II-I","GTF2I","P78347"
"seq.13610.9","MAGE-10","Melanoma-associated antigen 10","MAGEA10","P43363"
"seq.13612.7","CYTIP","Cytohesin-interacting protein","CYTIP","O60759"
"seq.13613.23","Adenylate kinase isoenzyme 5","Adenylate kinase isoenzyme 5","AK5","Q9Y6K8"
"seq.13614.6","CREB-binding protein","CREB-binding protein","CREBBP","Q92793"
"seq.13615.60","NCK2","Cytoplasmic protein NCK2","NCK2","O43639"
"seq.13618.15","MD1L1","Mitotic spindle assembly checkpoint protein MAD1","MAD1L1","Q9Y6D9"
"seq.13620.10","ASNA","ATPase ASNA1","GET3","O43681"
"seq.13621.31","AP2A2","AP-2 complex subunit alpha-2","AP2A2","O94973"
"seq.13622.16","2A5A","Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform","PPP2R5A","Q15172"
"seq.13623.4","MLL2","Histone-lysine N-methyltransferase 2D","KMT2D","O14686"
"seq.13624.17","NADK","NAD kinase","NADK","O95544"
"seq.13625.19","LA:HTH","Lupus La protein:HTH La-type RNA-binding domain","SSB","P05455"
"seq.13628.58","GRB14","Growth factor receptor-bound protein 14","GRB14","Q14449"
"seq.13629.25","ATG4B","Cysteine protease ATG4B","ATG4B","Q9Y4P1"
"seq.13631.1","RB binding protein 5","Retinoblastoma-binding protein 5","RBBP5","Q15291"
"seq.13632.10","Zyxin","Zyxin","ZYX","Q15942"
"seq.13634.209","PIR","Pirin","PIR","O00625"
"seq.13636.20","NP1L1","Nucleosome assembly protein 1-like 1","NAP1L1","P55209"
"seq.13639.101","USO1","General vesicular transport factor p115","USO1","O60763"
"seq.13640.5","BCL6","B-cell lymphoma 6 protein","BCL6","P41182"
"seq.13642.90","CIG49","Interferon-induced protein with tetratricopeptide repeats 3","IFIT3","O14879"
"seq.13644.30","HGS","Hepatocyte growth factor-regulated tyrosine kinase substrate","HGS","O14964"
"seq.13645.14","PRP16","Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16","DHX38","Q92620"
"seq.13650.11","KCIP1","Kv channel-interacting protein 1","KCNIP1","Q9NZI2"
"seq.13651.54","ZFP91","E3 ubiquitin-protein ligase ZFP91","ZFP91","Q96JP5"
"seq.13652.2","TM1L1","TOM1-like protein 1","TOM1L1","O75674"
"seq.13653.335","MACD1","O-acetyl-ADP-ribose deacetylase MACROD1","MACROD1","Q9BQ69"
"seq.13654.1","ROCK2","Rho-associated protein kinase 2","ROCK2","O75116"
"seq.13655.34","Nucleolin","Nucleolin","NCL","P19338"
"seq.13657.2","PNKP","Bifunctional polynucleotide phosphatase/kinase","PNKP","Q96T60"
"seq.13658.31","PDGF-CC","Platelet-derived growth factor C","PDGFC","Q9NRA1"
"seq.13659.36","AT131","Manganese-transporting ATPase 13A1","ATP13A1","Q9HD20"
"seq.13660.76","Angiopoietin-2","Angiopoietin-2","ANGPT2","O15123"
"seq.13661.193","CYTD","Cystatin-D","CST5","P28325"
"seq.13663.2","IL-4","Interleukin-4","IL4","P05112"
"seq.13665.35","PP2A; subunit B","Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit alpha","PPP2R3A","Q06190"
"seq.13666.222","Carbonic Anhydrase X","Carbonic anhydrase-related protein 10","CA10","Q9NS85"
"seq.13668.44","Dtk","Tyrosine-protein kinase receptor TYRO3","TYRO3","Q06418"
"seq.13669.6","FGFR-3:ECD","Fibroblast growth factor receptor 3:Extracellular domain","FGFR3","P22607"
"seq.13670.81","GIIE","Group IIE secretory phospholipase A2","PLA2G2E","Q9NZK7"
"seq.13671.40","Elastase","Neutrophil elastase","ELANE","P08246"
"seq.13672.3","HSP76","Heat shock 70 kDa protein 6","HSPA6","P17066"
"seq.13676.46","Inhibin bB chain","Inhibin beta B chain","INHBB","P09529"
"seq.13678.169","Factor D","Complement factor D","CFD","P00746"
"seq.13680.3","NAB2","NGFI-A-binding protein 2","NAB2","Q15742"
"seq.13681.173","CSK22","Casein kinase II subunit alpha'","CSNK2A2","P19784"
"seq.13682.47","M-CSF R","Macrophage colony-stimulating factor 1 receptor","CSF1R","P07333"
"seq.13686.2","IL-5 Ra","Interleukin-5 receptor subunit alpha","IL5RA","Q01344"
"seq.13687.5","I-309","C-C motif chemokine 1","CCL1","P22362"
"seq.13688.2","CAPSL","Calcyphosin-like protein","CAPSL","Q8WWF8"
"seq.13689.2","Ornithine decarboxylase","Ornithine decarboxylase","ODC1","P11926"
"seq.13690.26","BGN","Biglycan","BGN","P21810"
"seq.13691.10","SC5A8","Sodium-coupled monocarboxylate transporter 1","SLC5A8","Q8N695"
"seq.13692.154","WISP-1","WNT1-inducible-signaling pathway protein 1","CCN4","O95388"
"seq.13693.5","ARMEL","Cerebral dopamine neurotrophic factor","CDNF","Q49AH0"
"seq.13697.51","GPDA","Glycerol-3-phosphate dehydrogenase [NAD(+)]; cytoplasmic","GPD1","P21695"
"seq.13698.28","K319L","Dyslexia-associated protein KIAA0319-like protein","KIAA0319L","Q8IZA0"
"seq.13699.6","PSA","Prostate-specific antigen","KLK3","P07288"
"seq.13700.10","annexin II","Annexin A2","ANXA2","P07355"
"seq.13704.5","HMCS2","Hydroxymethylglutaryl-CoA synthase; mitochondrial","HMGCS2","P54868"
"seq.13706.12","IL-12 Rb1","Interleukin-12 receptor subunit beta-1","IL12RB1","P42701"
"seq.13707.27","SPARCL1","SPARC-like protein 1","SPARCL1","Q14515"
"seq.13708.56","kallikrein 8","Kallikrein-8","KLK8","O60259"
"seq.13710.6","C1-Esterase Inhibitor","Plasma protease C1 inhibitor","SERPING1","P05155"
"seq.13711.10","CLH1","Clathrin heavy chain 1","CLTC","Q00610"
"seq.13712.104","granzyme A","Granzyme A","GZMA","P12544"
"seq.13713.164","SC22A","Vesicle-trafficking protein SEC22a","SEC22A","Q96IW7"
"seq.13717.15","FCN2","Ficolin-2","FCN2","Q15485"
"seq.13719.19","PAK4","Serine/threonine-protein kinase PAK 4","PAK4","O96013"
"seq.13720.95","Proteinase-3","Myeloblastin","PRTN3","P24158"
"seq.13722.105","C9","Complement component C9","C9","P02748"
"seq.13723.6","IL-10","Interleukin-10","IL10","P22301"
"seq.13724.27","FGF-19","Fibroblast growth factor 19","FGF19","O95750"
"seq.13725.3","FGF-16","Fibroblast growth factor 16","FGF16","O43320"
"seq.13726.4","B7","T-lymphocyte activation antigen CD80","CD80","P33681"
"seq.13727.44","SPOP","Speckle-type POZ protein","SPOP","O43791"
"seq.13728.19","ERP29","Endoplasmic reticulum resident protein 29","ERP29","P30040"
"seq.13729.26","SFXN5","Sideroflexin-5","SFXN5","Q8TD22"
"seq.13731.14","C7","Complement component C7","C7","P10643"
"seq.13732.79","Cardiotrophin-1","Cardiotrophin-1","CTF1","Q16619"
"seq.13733.5","IL-12 p40","Interleukin-12 subunit beta","IL12B","P29460"
"seq.13734.22","IFN-lambda 1","Interferon lambda-1","IFNL1","Q8IU54"
"seq.13735.1","RPGP1","Rap1 GTPase-activating protein 1","RAP1GAP","P47736"
"seq.13738.8","Inhibin bA chain","Inhibin beta A chain","INHBA","P08476"
"seq.13739.3","FLRT1","Leucine-rich repeat transmembrane protein FLRT1","FLRT1","Q9NZU1"
"seq.13740.51","sFRP-3","Secreted frizzled-related protein 3","FRZB","Q92765"
"seq.13741.36","IGFBP-1","Insulin-like growth factor-binding protein 1","IGFBP1","P08833"
"seq.13742.66","IL-22","Interleukin-22","IL22","Q9GZX6"
